Ert53,02-Jun-11,Australia,2,Location is the only good thing about this hotel,I stayed here twice within a week and wish that I hadnt. While the location of this hotel is brilliant as a hotel it is not good at all. The rooms are trendy but uncomfortable the beds are far too hard for comfort and the rooms have insufficient lighting. The service is poor apart from the people on the concierge...
PandCSki,31-May-11,null,5,Would not consider another location for a one night stop over in Singapore,A great place to layover. Pool was great rooms spacious breakfast fantastic.
Quinzenerja,28-May-11,Malaga Spain,5,What a gem - we were sorry our one night stopover could not be extended,A really impressive hotel. The ease of access from the terminals coupled with the friendly helpful staff upon arrival made this a refreshing break between lengthy flights.The fascinating modern design and decor made this one to remember. Our room was excellent - well designed and equipped and very comfortable. The restaurant service for breakfast was efficient and helpful and the...
welldone99,26-May-11,Sydney Australia,3,First impressions at reception count...,We allways stay at this hotel on our stopover to the UK each year. This year it was our second visit. I always book and pay for our one night stay at this hotel via Qantas holidays. The deal included a double room with breakfast and a late check out to 4pm.We arrived at Reception at around 11pm after...
raindrops2226,22-May-11,perth,5,Excellent place very roomy and clean!!,We stayed here in early May for a couple of nights before moving to Marinabaysands we totally love it the room is huge and very nicely decorated the swimming pool is beautiful the service is def 5 stars. Marinabaysands can not even be competed with this hotel. this hotel is in the airport but it didnt cost us much to...
TheTravelCamel,22-May-11,Brisbane,5,Luxurious Convenience at a Price,Turn left from the arrivals hall in Terminal 3 at Changi Airport and you will walk straight into the Crowne Plaza. Check-in was efficient and was given a complimentary late check-out. The rooms are trendy with frangipani images and the bath was welcome after a long flight. Being a Priority Club member I was provided with two free bottles of...
epg68,21-May-11,Millington Tennessee,5,Fabulous Hotel!!,Our only regret was that we were not there long enough to enjoy the ambiance!! It was a beautiful hotel and everyone was so very gracious. Breakfast ws a bit pricey but you certainly weill get enough to eat!!!l Cant be beat!!The Gills Millington TN; USA
b-sutcliffe1,20-May-11,Leicester United Kingdom,5,Excellent hotel for overnight stay on onward journey,Did a one night stopover on our way back to the UK from New Zealand.The hotel is excellently positioned for onward travellers. No need to worry about overnight hold lugggage just left it in transit and used hand luggage. Within easy walking distance of the airport terminal. Straight into hotel.Not the cheapest but the hotel was excellent. Superb...
OzziePat,20-May-11,null,3,No hot water,The stay here was ok until we went to hav a shower before headin on a long flight to Europe only to find that there was no hot waterwhen I checked ou I told the reception clerk only to be told oh sorry thats to bad your bill is $$$$just really bad service but a good location for transit flights
SBCATraveler,18-May-11,Santa Barbara CA,5,Hotel right in the terminal,We stayed at this hotel due to having a flight land late and having an early morning flight. The hotel is walking distance to the international & domestic terminals. You do need to go through passport & customs which was very quick and easy. The lobby room and hotel was modern and very comfortable. The bed was exactly what we...
yampp,17-May-11,Mauritius,5,most pleasantly surprised with excellence of the product and service,modern design and new amenities in the room - flat screen ipod dock etc. spacious even with two small children. lots of storage space too. very cosy bed and goose duck feather pillows. you do not feel you are in an airport hotel.Hotel is right in the airport. Took me about 10 minutes to reach hotel lobby (Terminal 3)...
BigRuss1213,16-May-11,Melbourne Australia,5,Excellent service cleanliness location. Worth a visit if stopping over in Singapore.,Used his hotel for a 18 hour stopover in Singapore. Location (almost) in terminal 3 at Changhi airport makes this most conveniently located hotel - ever.Could not fault the service rooms staff. A very faint sound of planes taking off was present all night. A little pricey for a CP property but nothing in Singapore is these days.
LeitaLuetta,13-May-11,West Columbia Texas,5,This hotel is literally within the airport without going outside.,The airport terminals are linked to this hotel by a short airport rail ride. There is no need to go outside. The accommodations are very nice. Our room had a view of the airport runways and it was fun do watch the planes. There is a hotel restaurant or easy access to the terminals for the airport restaurants. Great stay...
greatdreams,11-May-11,Otaru Japan,5,GOOD HOTEL,Just had a day use room here and the service and helpful staff really make the short stay a wonderful experience. The hotel is beautiful and the staff is great. Nothing to complain about.Next to the airport very convenient and to our surprise it is very quiet although we can see planes taking off from the window but not...
rtfriends,11-May-11,Australia,5,I adore this place and the staff,I have now made it a habit to check-in to this hotel when I am transiting Singapore. The hotel is still new and has a very chic decor. The staff are very keen to assist you and extremely courteous. Overall a satisfied customer.
VisitedNewPlaces,09-May-11,Southeast Florida,5,Why havent I stayed HERE before???,Yes the Hotel was at the airport. Yes the planes made a dull sound you could hear as a whisper from room 830.Did that matter? Not in the least!I was hesitant after reading some so-so reviews of this hotel and given it was an airport hotel would I find it an overly used dump?Instead my expectations were...
TonyTraveller1,06-May-11,Kingston upon Thames United Kingdom,3,Disapointingly Poor Service,I deceided to use this hotel after a flight cancellation in Singapore. I rang through from the terminal information to ask if a room was available and they said yes. I arrived at reception only to be told that the room wasnow not available. After complaining to the manager a room mysteriously appeared. I was then sold a joint breakfast...
YorkshireKiwi74,03-May-11,Auckland,5,Much Needed Luxury,We stopped over in this hotel after spending 3 weeks in Nepal trekking. We have stayed in quite a few crowne plazas around the world and i thought this one was by far the best. If this hotel was in the city centre it would certainly be an Intercontinental (the 5* class hotels in the IHG chain). The ease of...
robclifford,01-May-11,Wales,4,Perfect For Stopover,We stayed at the Crown Plaza for 1 night on a stop over from Brisbane to London hotel is located in Terminal 3 so once you clear customs follow the signs marked crown plaza hotel. Hotel is very clean tidy and staff are really freindly if you are Priority Club Gold Member be sure to ask about the club lounge...
Stuart_Birkwood,01-May-11,Riyadh Saudi Arabia,5,Fabulous Airport Hotel!,We were in transit from Langkawi to Riyadh and did not want to stay in the city so decided to stay at the airport. The hotel is only 2 minutes from any terminal by monorail so with young children this was much appreciated. The hotel itself is really cool in design - its corridors and public areas are inside but...
platypi,01-May-11,Melbourne,3,convenient,We were on transit and the hotel was incredibly convenient especially as we had an early morning flight from Terminal 3. The room was comfortable and clean. The only issue was with the staff at reception. Having grown accustomed to Singaporean efficiency it was a little disappointing that they kept insisting we did not have breakfast included in the room....
masterecho,29-Apr-11,London United Kingdom,4,Crowne Plaza - Comfortable and Proximate,Crowne Plaza Changi Airport SingaporeWe chose this hotel as part of our trip to Indo China. Other Trip Advisor reviews had been positive and we wanted a location close to the airport because of our itinerary.We arrived into Terminal 1 at 18.30 on 11 March having flown overnight from the UK. The hotel is located adjacent to Terminal...
Twelvemile,29-Apr-11,Osaka Japan,5,Excellent for Transit,The service was great.I arrived quite early like 7 a.m. and the room I originally booked was not available. The reception staff politely explained about the upgrade which cost S$100 but I was able to use a club room right away. The room was clean and roomy. You can also enjoy the view of Changi Airport. It was not...
Familyof5sydneyZzzzz,29-Apr-11,Sydney Australia,2,Looks good on paper but....,Arrived with young kids at 2pm having booked via aged and specified our requirement for adjoining rooms. Told on arrival we werent in adjoining rooms. When I asked them to suggest which of the three kids under 8 they would leave in a separate room they werent able to help.Told us if we went away they might be able...
Ozziepore,26-Apr-11,Australia,4,Pleasant suprise,We were only at the Crown Plaza Changi for one night but I would certainly stay there again even if I was in Singapore for a holiday. The hotel is only minutes away from the MRT which will whisk you into whatever part of Singapore you want to visit. The benefits of staying at the airport are more than just...
tuesdayjones,26-Apr-11,Sydney,4,Pleasant Surprise,We had a long stop over in Singapore and wanted to sleep as close to the airport as possible. The CP was a short and free light rail trip from the arrivals gate. The hotel was really nice and surprisingly we slept through the night no plane noise at all. For convenience and comfort it was terrific. We were back...
Zumba12,26-Apr-11,Adelaide Australia,5,Convenience with Class,This hotel is an excellent stopover alternative to either a Singapore City hotel or the Airport Transit Hotel. We travel through Singapore Airport about six times a year and for the first time tried this hotel as an ovenright stay before continuing our journey the following day.Not only was the hotel convenient for weary travellers but also offers additional...
iptelnow,26-Apr-11,Detroit Mi,5,Surprisingly nice hotel in middle of a busy airport,at first i had my hesitation on this hotel based on the recent review on here. But it was a very surprisingly good experience. The room i was in is quiet and clean. Really like the pool/garden setup. It is quiteCheck out Terminal 3 (the same location with the hotel) basement 2 and 3. It has a large food...
SheryleMoon,25-Apr-11,Santa Fe New Mexico,5,Convenient to airport a world away from planes,Comfortable large rooms just 5 minutes from any Changi terminal. Fast and easy to check-in and rest after a flight. Beds very comfortable and blackout curtains mean a good nights sleep guaranteed. Breakfast included. The high point is the outdoor swimming pool set amongst islands of planter boxes.
Sassycat2011,24-Apr-11,null,4,Nice hotel well located if you are flying from T3.,I paid a premium to stay at the Crowne plaza at the airport because I had a 6am flight back to the US and wanted to minimize travel time. What a mess it was! The hotel is in terminal 3. My flight was from terminal 1. The skytrain does not operate until 5am. There was no free shuttle to be...
wirpool,23-Apr-11,Sydney Australia,4,Nice airport hotel in SIN which is just in the terminal on the left from passport control,About this hotel I would say it is nice airport hotel which is just 5-10 min to go from the arrival gates via passport control to the airport exits. I would strongly recommend to stay there if you connection time is more than 10 hours and less than 24. Normally they will charge you for 24 hours stay but it...
Peiotraveller,20-Apr-11,San Sebastian Euskadi,1,Could not sleep a minute!,I am about to check out this hotel and will never return. When I checked in last night (19th April 2011) I found that the trash bin behind the computer table was full of dust from the previous guest...good start isn´t it? But the worse come when the noise of continuously taking off and landing aircrafts did not allow me...
MsTravelHag,19-Apr-11,Park City Utah,4,Super Short Stay!,Decided to book a room at the Crowne Plaza since our flight was at 6:00am! Not sure if it was the best value for us since we only used the room for about 11 hours for some R&R before the long 18 hour flight back to the US. We also ended up taking a taxi to Terminal 1 since the...
anndenMelbourne,13-Apr-11,Melbourne Australia,2,A GREAT HOTEL - BUT IN THE WRONG PLACE,As a frequent visitor to Singapore sometimes in transit as on this day when we usually stay at a city property we decided to try to Crowne Plaza at Changi for an overnight stay. We booked on the hotel website at a very good rate and checked in around 10pm. It is a good walk through terminal 3 but with...
HeadsUp737,12-Apr-11,Portland Oregon,4,Close to perfect if someone would answer the phone!,We had some business in the Changi Airport area during March 2011. We stayed at the Crowne Plaza and all work well for us. The hotel is fine and perfect for where we needed to be. The only problem then and even now several weeks later when my Wife was staying there is that it seems impossible for our freinds...
linmikga,10-Apr-11,Wedowee Alabama,4,Nice rooms but ....,We stayed at the Crowne Plaza Changi Airport twice during our 7-week trip to Asia. The first time was one night in February due to a midnight arrival of our flight from Narita. The second time was 2 nights at the end of our trip in April. We were staying on points both times and were upgraded to a suite...
Delia-ako,31-Mar-11,null,5,Holiday,Very friendly & helpful personal... walking distance to the airport...
karenwilson999,28-Mar-11,Leicester United Kingdom,4,VERY GOOD,A very nice airport hotel. The room was spacious well appointed lovely bathroom and a very comfortable bed. Staff were very helpful and eager to please. One thing i feel the hotel could improve on would be the outdoor space outside the lobby lounge. There are only two tables to sit at which considering the amount of space that is...
tallaght01,25-Mar-11,Brisbane Australia,4,Great hotel. But Ive stopped staying there because of the price.,I love this place. Everything about it is top notch. But Its just consistently so expensive that Ive stopped staying there. But Id recommend it if you dont mind paying top dollar.I travel a lot between Singapore and Europe and this used to be my choice of stopover hotel. But I cant justify the cost any more.
saurabh1,20-Mar-11,Mumbai (Bombay) India,3,Just the right Airport hotel,Travelling to singapore is always specail its a fast city & work gets done faster than you think ..Crowne plaza is just is the right place to get your work done smarter as well (besides being only faster specailly if your work is spread in & around Changi area) ..Being a ariport hotel I was admit that you have to...
stevecapper,18-Mar-11,traussefrance,3,INTERNET 29 $ SINGAPORE PLUS TAX PLUS 10% SERVICE!,JUST BEAWARE...that this hotel though super close to the airport only has room internet for a minimum 24Hrs - @ 29.00$s SIN plus tax plus 10% service...no 1 hr service....There is internet in the bar - but you have to buy food/drinks to use it...if you need internet when arriving at the airport remember from a flight into Singapore that...
MintsKina,15-Mar-11,Bangkok Thailand,5,Modern yet Cozy Room,I traveled around the world and stayed in various hotels regularly. I would say that Crowne Plaza Hotel at Changi Airport is one of my most favorite hotels I had stayed in.I love the spacious bathtub with a huge glass wall with a speaker and volume adjustment within the bathroom. After long hours of work what would be better...
kegan5,15-Mar-11,London United Kingdom,5,A little bit of luxury,We stayed here for a night on route to Sydney.The hotel was a short walk from the border control we didnt have to collect our bags as they were going onwards to Sydney. The convenience of not having to leave the airport was fantastic.The hotel reception is lovely very open with a seated lounge area at the front...
Leeyuk,09-Mar-11,Kuala Lumpur,4,Surprising oasis at the airport,This was a surprisingly pleasant hotel. Its very convenient - I was checked in 20 minutes after my flight landed at Terminal 2 - theres a train link to Terminal 3 where the hotel is located.The hotel has an internal courtyard with a sensibly-shaped pool and many plants. It gives the illusion of being at a tropical resort with...
ozmadmax,27-Feb-11,Melbourne,3,Nice rooms crap service,Stayed here again recently. Check-in was unfriendly and could be likened to ordering a burger at a fast food joint on a freeway - no personality no recognition of status (Priority Club) nobody to carry luggage to the room. Room was nice but attention to detail might have meant the pubes in the shower werent mine! With no choice when...
amit_virology,27-Feb-11,New Delhi India,4,Good Stay Near to Little India,Stayed during our Train the Trainer workshop in Oct 2010. It was really a nice business hotel spacious conference rooms connected to living rooms. Hotel is adjacent to Little India that is favourite spot for Indians to roam around during the evening time. Mustafa is the largest shoping center in the Little India a nice place to shop here.
Avinash_b11,26-Feb-11,Gurugram (Gurgaon) India,4,A good business hotel!!,The hotel located just out Changi International is a good place for a business stay. The rooms are comfortable and plush and the hotel is overall is quite beautifully designed. The hotel offers good room service and is built from the view of the business traveler. The hotel has an awesome breakfast and the food is quite palatable and from...
vivekman777,25-Feb-11,Mumbai (Bombay) India,5,Fantastic hotel right next to the airport,The Crowne Plaza Changi Airport Singapore is situated right next to Terminal 3 at Changi Airport. The hotel is in fact connected to the terminal by a dedicated walkway. The rooms are modern and well designed with pretty good amenities. The styling of the rooms is new age and suited for corporate travelers. There is a work-desk with a LAN...
irenemHongKong,12-Feb-11,Hong Kong,5,Oh so clean,We stayed here for one night on our return from Kathmandu where we had stayed in a budget guest house. Our first impression was how stunningly clean everything was.The check in was fast and efficient. The room was large with a huge spotlessly clean and comfortable bed. There was a large bathroom shower room with glass walls. We did...
cctgal,09-Feb-11,Exeter New Hampshire,4,Very convenient and comfortable,Although I only stay at this hotel when in transit (otherwise I stay in the CBD in Singapore) and it is not an extremely economical choice when catching an early flight or arriving late it cant be beat. It is just a short walk over from Terminal 3 and within minutes youll be in your room (or at check-in). I...
TravelAddicts05,08-Feb-11,Singapore Singapore,5,Great airport hotel,Weve stayed at this airport at least 10 times over the past 2 years (due to transit). We have always found it a great option that is not too expensive and weve always awoken the next day feeling refreshed and ready to continue our journey. The rooms are not overly big if you have young kids but manageable overnight. The...
Lucky_Oxford,31-Jan-11,Oxford England,5,A great stop over,We booked a standard room using Priority Club points and were delighted to be upgraded to a suite.The check in clerk said they always upgrade Platinum members when suites are available unlike hotels in Europe especially on reward stays.The room was spacious comfortable and quiet and had double size White Company toiletries.We did not have access to...
aaughterson,30-Jan-11,Darwin Australia,5,Amazing hotel great amenities fantastic friendly service and great location especially if you are on a quick stopover.,I have stayed at this property 3 or 4 times now. It is very conveniently located at the airport. Especially handy if you are on an overnight stopover. Though it is a very quick and inexpensive train ride into Singapore central as well. No need for transfers to hotels once you arrive at the airport as it is within one...
stazza1,29-Jan-11,berlin,5,fantastic stay with small children,We were travelling from Christchurch (NZ) to Frankfurt (Germany) and needed a place to rest after our trip from Christchurch we have two samll children 1 and 5 and they can be at times a handful especially on a plane. We wanted somewhere close to the airport to relax before our connecting flight to Frankfurt the next day and we...
jangng,27-Jan-11,Seoul South Korea,4,Very convenient and beautiful hotel but airplane noise was stressful,I chose this hotel for its location connected to Terminal 3 as we had one night left in Singapore after a cruise. The hotel is beautiful the rooms and pool were impressive. However after about 4 hours in the hotel I noticed a humming noise that sounded like someone vacuuming the rooms all around ours. And that noise went on...
WhelansBrisbane,22-Jan-11,Brisbane,5,Fantasic Haven,This hotel is a haven - great decor perfectly clean helpful staff and amazingly quiet given that it is located in Terminal 3. It is so easy to access from any terminal using the free skytrain service. The pool is relaxing and clean. Food within the hotel is a high standard and there is also a full food court and...
jcjchung,19-Jan-11,Hong Kong China,5,A Hidden Gem,The hotel is new and modern. Not very well signposted and its location is not very well explained on the reservation confirmation form so we got extremely lost trying to find the hotel.I am an IC premium customer so was upgraded to a suite.Room: Huge modern high quality premium amenities. Well decorated. The most luxurious crowne plaza I...
simonSussex,12-Jan-11,sussex,4,Great airport hotel,Location is a major plus with this hotelwithin 45 minutes of landing we were in our roomgreat for late arrivels.Rooms are large and modern with nice furniture and fittings.Bathroom was huge with large seperate shower as well as full size bath and excellent water pressure and no shorage of hot water.Even though the runway is visible from...
Monterey,12-Jan-11,Melbourne Australia,4,Great for a stop-over,Stayed here twice waiting for a connecting flight. Very convenient. Rooms surprisingly quiet considering its an airport! Nice room pleasant staff and great breakfast. The pool is lovely you can lay in the sun and watch the planes take off.We just had to jump on the Sky Train to connect with our flight.
JoanneDown,10-Jan-11,Melbourne Australia,1,dirty room lots of plane noise dont book it,this is a big walk up motel style facility decor dark and dreery wanted to be refreshed for an 8.30am flight could have stayed elsewhere and got a cab. The room wall had spit up it next to the bed. very hard to sleep. very expensive for the quality $230Sing Dollars
tickettoride81,05-Jan-11,Seattle Washington,5,Perfect for Layovers,My fiance and I stayed here for one (far too short) night while en route back to the US. Our room was clean quiet and the bed comfortable (though hard as are many beds in southeast asia). This hotel is very convenient for travelers as it it attached to the Singapore airport though I should note that the inter-airport tram...
Jeffhills,04-Jan-11,Northamptonshire,4,Comfortable and convienient,Excellent hotel for a quick sleep over (in our case before we went on to Raffles after arriving at 7:30 and not able to check in until 14:00). It was a short and easy walk from the airport easy to find and the reception quickly had us escorted to our room. The design was delightful with outdoor airy corridors and...
kormensandiego,03-Jan-11,Manila Philippines,4,Great for Transit Passengers,I wanted a hotel where I could spend a day in without feeling like its a long layover. I was on my way home after a trip to 2-week trip to Cambodia but I was only able to get a night flight back. Picking this hotel saved me time to travel in and out of the airport since this is...
Bear_Eskimo,31-Dec-10,London United Kingdom,5,Love the rooms and location - perfect for stopover,We stayed one night here between flights and it was perfect. Funky rooms with everything you need...plus a few extras! There were delicious macaroons waiting for us when we arrived :) The complimentary newspaper hung on our door handle in the morning was also a nice touch. Breakfast was fine - nothing amazing but more than adequate. Next time we...
sunloverSussex,28-Dec-10,sussex,4,Dont have anything from the Bar!,Can walk from the airport so for a night the place to be.Very pricey and do not have anything from your fridge in room!Had a small bottle of wine and a beer came to 25 pounds!!
Sharka,28-Dec-10,Hong Kong China,4,This is an ok hotel for transiting,We stayed here for one night between our 11pm arrival and 9am departure to indonesia the next day.Pros - Very very clean room with everything you need (lots of towels bathrobes slippers electronic safe flat screen tv comfy bed desk with functional lamps radio with ipod dock) Cannot hear any airplane noise at all at night. Lots of TV...
Chriscris,27-Dec-10,Hertford United Kingdom,5,Relaxing stay,Just stayed here the one night as we had an early flight the next morning but realised we would have been happy to stay longer.Unusual black decor which I liked for a hotel but would not want to live with permanently - cheered up by Christmas decorations on our stay.We stayed on the executive floor and found the...
Philipat,27-Dec-10,Bali Indonesia,1,24-Hour Airport?,My wife and I were very disappointed with this hotel. We flew in on an Emirates flight which arrived late so we checked-in at 3 am. We were then asked to check-out at 12 pm so paid a full rate (USD 200) for a 9 hour stay. This is not very reasonable for a hotel in an international airport that...
Madison C,25-Dec-10,Singapore Singapore,2,High expectations were poorly met,I had great expectations for this hotel since its in our home turf. During Christmas Eve I decided to stay at the Crown Plaza Hotel Changi Airport for a night with my mom. Each of us got a room. We were charged for the room days in advance and we were told to arrive after 2 pm to make sure...
Cheryl0729,19-Dec-10,Iloilo City Philippines,5,Excellent Service_Fantastic Room,I thought having 6 comfy pillows is impossible not until i stayed in this hotel.It is conveniently located inside Changi Airport.After a long flight this is what i imagine what my bed and bath to be like. The floral-inspired bathroom is just heaven.The service is indeed worldclass from checking in (without reservation) to walk up call it...
I4sun,14-Dec-10,Auckland Region New Zealand,5,I went back again.. twice in a year!,* Good value for money.* Excellent for short stay in Singapore.* Room is very spacious especially for a couple.* Bathroom is unique with glass walls.* Remember to buy room package with breakfast. Otherwise you may choose to eat in T3 as well. Plenty of options too.* My wife and I really liked it and thought...
BCtraveler44,09-Dec-10,Vancouver Canada,5,Awesome Experience,Booked the room for one night. Transit airport for us.Amazing upgrade! To a huge suite! And I am only a gold member. Take note SPG.The breakfast was amazing. A huge selection of Western and Asian dishes.You cant beat the location - part of the airport - and part of the transportation system.If you want to go...
Subrus,05-Dec-10,Bangalore,4,Superb location,Singapore does not have too many options for hotels that are close to the airport. This trumps them all. Conveniently located in T3 it offers walk-in access to passengers. Plus you have all the usual facilities at Changi airport that you can use. Also with the MRT station in the basement you can move into the city pretty quickly without...
pollypiglets,03-Dec-10,Wigan Lancashire,5,Absolutely loved it,In my top 3 hotels I have ever stayed in. Beautiful room fantastic decor. Bathroom amazing rainfall shower was THE best shower ever.Will always choose this hotel in future even though I love the city I would rather stay hereSo impressed
mos505,29-Nov-10,Biel,4,very good airport hotel,After experiencing so many drab or sterile airport hotels I find this Crowne Plaza refreshingly enjoyable as its open hallway design puts the (presumably transiting) guest in a tropical mood.The hotel is new and thus modern with comfortable and spacious rooms. Soundproofing could have been better however given its location on airport grounds. Having lived near an airport in...
sydneyyogini,26-Nov-10,Sydney Australia,5,I would not choose to stay elsewhere!,I stayed here recently as part of a stop over on the way home to Sydney. The service provided was excellent  from replacing a malfunctioning CD player within minutes of being notified to having ones cabin baggage stored after checking out of the hotel.The rooms are large quiet and comfortable. The MRT is about 1 min away and...
ymff,25-Nov-10,Fort Worth,3,Excellent airport location but with some airplane noise.,Location:In airport adjoining Terminal 3.Very easy to get to/from flights.Parking:Did not use.Check-In:Fast. Smooth.Very poorly designed check-in counter that might be very easy for hotel staff to use but forces you stand back from counter.Elevators:Fast.Room:909.Large sized room with large bed.Bed:Good lighting.Firm.Very clean.Windows:Floor to...
Aussiegal15,25-Nov-10,Melbourne Australia,5,GREAT FIND,We stayed at the Crowne Plaze at Changi Airport for one night after our visit to Cambodia. Our flight arrived into Terminal 1 at lunchtime and after clearing customs and collecting our luggage we caught the Skytrain to Terminal 3 where the hotel is situated.We checked in quickly at reception and were given a lovely suite. We had booked...
LeavingOrangeCounty,24-Nov-10,Laguna Beach California,1,Extemely Noisy - Caution/Beware!,Other reviewers must be deep sleepers because I dont get how they could rate this place so highly. Yes the rooms/facility is modern clean etc but ultimately its all about the quality of the sleep right?Stayed here for four nights and almost went crazy with the noise. The hotel is basically built between two runways that are active 24x7....
jjumpstart,15-Nov-10,Sydney Australia,5,Most Enjoyable,We booked online direct with the hotel and were able to obtain an “advance purchase” Club Room for the same price as a normal room. A Club Room gives access to the Club Lounge which includes free continental breakfast free internet free coffee and soft drink all day plus free snacks and drinks between 5.30pm and 7.30pm (they also allowed...
Tray000,14-Nov-10,Brisbane Australia,4,Airport convenient hassle free,This hotel is a terrific place to stay when you want to break up a long flight. I didnt want to go into the city just sleep and eat at the hotel for 24 hrs. Everything you need is right there walk all over the terminals for exercise coffee shops eateries etc if you dont want hotel food.. Though most...
DaveInWestOz,10-Nov-10,Perth Australia,4,Very Nice,Stayed overnight (like most I would expect) to catch a flight the following day. Certainly not a cheap hotel but the Crowne Plaza is well worth the expense.The good? The rooms are great large very clean and modern. Room service is also great and staff friendly. The location is brilliant making this the perfect spot for an overnighter when...
Ardtaraig,08-Nov-10,Australia,3,Excessive charges,On the whole a reasonable hotel but their charges are excessive. One dollar per minute to use the internet ! Dont have a can of coke from your mini bar as this will cost you 8.50 dollars !
lianak,06-Nov-10,Geneva Switzerland,5,One of the best hotels Ive ever stayed in,Cheesy & often outdated in decor and comfort - poor ol airport hotels just dont have a great rep.But holy hannah - this place has turned me into a loyal airport hoteller for life. Amazing comfy great service and a pool that is a nice little slice of cold chillin amongst the tropical heat. And hey - lets not...
cidees,04-Nov-10,Liverpool United Kingdom,5,An excellent airport hotel with all amenities,Recently stayed at the Crowne Plaza Changi on route from Australia to the UK.We found the hotel to be excellently sited within the terminal. Staff were friendly and attentive and facilities good. Would strongly recommend when in transit
Sydney_Gary,03-Nov-10,Hong Kong China,3,An Airport Hotel - NOT SOUNDPROOFED!!,Stayed one night room 505 en route Hong Kong to Perth. When the elevator doors opened on level 5 I could not believe the tropical damp heat. Thats because the hotel is open plan. My door faced the apron of the tarmac with several airplanes parked not 500 yards away.The room door was thick timber and the room was...
Saraizi,03-Nov-10,Dublin,5,Fabulous hotel,We spent jut one night in this hotel while we where stopping over in Singapore on our way to Austrailia. Beautiful hotel. Rooms where fabulous pool was beautiful and restaurant in the hotel was also great. Not a bad word to say about it. Would 100% recommend any person traveling through Singapore to stay here.
NomadOfSorts,28-Oct-10,Singapore,4,Its new and reflected in its price.,The hotel is considered very new and this is reflected in the furnishings and general condition of the room. First glitch was in the booking - I had requested twin beds but turned up to be told it was a room with one King bed. This was rectified but the service was not with a smile at all.The porters...
MelvinLin,28-Oct-10,Singapore Singapore,2,Disappointing. They probably live to over-promise under-deliver.,Stayed here for two nights in the suite that came with my wedding package. Was extremely disappointed with the event-support by the hotel and many of my guests had pretty negative feedback as well which is a story for another occasion. In essence even things that are stated in the agreement may not necessarily be delivered and they are not...
Rustica,28-Oct-10,Canberra,5,A wonderful airport hotel,We arrived very early in the morning on a flight from Paris and the staff bent over backwards to make our room ready for us. We loved the beautiful decor and cool relaxing space. Just the place to get some sleep and recover from jetlag. The hotel is super modern in a garden setting that minimises air conditioning to the...
thanksmate,23-Oct-10,Sydney Australia,2,Be Prepared To PAY Through the Nose - NIL Value Here,I do a LOT of Traveling and Im self Employed  so it comes out of my pocket  when away on Business. IF your traveling in ASIA  do yourself a Favour and MISS Singapore - Its glam with NIL Substance.IT is SO Expensive.!!!! Value for Money is Simply NOT there  and the Crowne Plaza is a...
BrisbaneCazza,12-Oct-10,Mooloolaba Australia,5,very happy after a disappointing first visit,We stayed in the hotel for the first time as a stopover on our way to London and were disappointed with the room and upon checkout we made this comment to the receptionist. We asked her if we booked on our return flight could she ensure we get a better room. We are pleased to say that they gave us...
JKWD,12-Oct-10,Hong Kong China,4,Excellent airport hotel,We chose this hotel because of our late arriving flight (after midnight) so that we could jump onto our bed asap since the hotel is located right at Terminal three. The hotel is very trendy and the service is very efficient. The bathroom is huge and everything is new. Very little noise from the planes. The landscaped pool is not...
alistairworldtravel,03-Oct-10,Melksham United Kingdom,4,Nice hotel nice people excellent service,This was my first stay in the Crowne Plaza Changi Airport and I was impressed with the overall aspect of staying there.The front office staff were helpful attentive and responded quickly to any queries or enquiries.I only used the main restaurant for breakfast and evening meal and I received excellent service from the staff there. Although the staff...
Arabiantlady,03-Oct-10,Germany,5,One of the best airport hotels in Asia,We arrived at Singapore-Changi Airport at almost 2:00 in the morning and were pleasantly surprised about this hotel directly at Terminal 3. From airplane to room was less than 40 minutes. The check in staff were more than helpful. The room was modern comfortable and clean. That the hotel is next to the terminal and operating aircraft the room was...
MelbournePookie,30-Sep-10,Melbourne,4,convenient but,Excellent rooms customer service is impressive only drawback is the airconditioning was too cold and the thermostat did not seem to work turning it off was the best option although by morning the room was too warm....Stayed for 3 night first two nights there were no issues with noise you could hear the planes taking off but only if...
Robert C,30-Sep-10,Toronto,5,Great Location After Long Flights,I use this hotel every time Im in Singapore because of the travel from North America takes 24+ hrs. Its right on the airport property at Terminal 3. No need to figure out where the location as its well marked.The rooms are well suited to exhausted travelers arriving or for those leaving on the 6:40am flights. The beds are...
kuki,28-Sep-10,Helsinki Finland,4,Good choice at the airport,On summertime me and my girlfriend had a one night stop-over here. We were flying from Bangkok to Denpasar and Crowne Plaza was really good choice for the stay.PROS:+ Yes! It’s in the airport. Short walk from the terminal 3.+ Pool area is very good!+ Executive lounge has a good variety of drinks and snacks.+...
ald59,25-Sep-10,australia,1,would not stay here again,Stayed overnight at the hotel as had early flight in the morning.I am a frequent business traveller and are top status at Hiltonspg and a platinum plus Ambassador at Intercontintal Hotels.I could not believe at this Crowne Plaza they dont upgrade you to the Club rooms or access to the lounge and they want to charge for internet when 50...
ksiddel,24-Sep-10,Playa del Carmen Mexico,5,Perfect Location,We knew after a 24hr flight from the states and because we arrived at midnight we wanted something close to the airport to stay. The room rate was a little pricey and there was a no refund/cancellation policy but it was WORTH it.After landing we took the tram to Terminal 3 (45 seconds) and walked to the entrance to...
